"","DATE","VALUE"
"1230","2014-09-19","2010.40"
"1231","2014-09-22","1994.29"
"1232","2014-09-23","1982.77"
"1233","2014-09-24","1998.30"
"1234","2014-09-25","1965.99"
"1235","2014-09-26","1982.85"
"1236","2014-09-29","1977.80"
"1237","2014-09-30","1972.29"
"1238","2014-10-01","1946.16"
"1239","2014-10-02","1946.17"
"1240","2014-10-03","1967.90"
"1241","2014-10-06","1964.82"
"1242","2014-10-07","1935.10"
"1243","2014-10-08","1968.89"
"1244","2014-10-09","1928.21"
"1245","2014-10-10","1906.13"
"1246","2014-10-13","1874.74"
"1247","2014-10-14","1877.70"
"1248","2014-10-15","1862.49"
"1249","2014-10-16","1862.76"
"1250","2014-10-17","1886.76"
"1251","2014-10-20","1904.01"
"1252","2014-10-21","1941.28"
"1253","2014-10-22","1927.11"
"1254","2014-10-23","1950.82"
"1255","2014-10-24","1964.58"
"1256","2014-10-27","1961.63"
"1257","2014-10-28","1985.05"
"1258","2014-10-29","1982.30"
"1259","2014-10-30","1994.65"
"1260","2014-10-31","2018.05"
"1261","2014-11-03","2017.81"
"1262","2014-11-04","2012.10"
"1263","2014-11-05","2023.57"
"1264","2014-11-06","2031.21"
"1265","2014-11-07","2031.92"
"1266","2014-11-10","2038.26"
"1267","2014-11-11","2039.68"
"1268","2014-11-12","2038.25"
"1269","2014-11-13","2039.33"
"1270","2014-11-14","2039.82"
"1271","2014-11-17","2041.32"
"1272","2014-11-18","2051.80"
"1273","2014-11-19","2048.72"
"1274","2014-11-20","2052.75"
"1275","2014-11-21","2063.50"
"1276","2014-11-24","2069.41"
"1277","2014-11-25","2067.03"
"1278","2014-11-26","2072.83"
"1280","2014-11-28","2067.56"
"1281","2014-12-01","2053.44"
"1282","2014-12-02","2066.55"
"1283","2014-12-03","2074.33"
"1284","2014-12-04","2071.92"
"1285","2014-12-05","2075.37"
"1286","2014-12-08","2060.31"
"1287","2014-12-09","2059.82"
"1288","2014-12-10","2026.14"
"1289","2014-12-11","2035.33"
"1290","2014-12-12","2002.33"
"1291","2014-12-15","1989.63"
"1292","2014-12-16","1972.74"
"1293","2014-12-17","2012.89"
"1294","2014-12-18","2061.23"
"1295","2014-12-19","2070.65"
"1296","2014-12-22","2078.54"
"1297","2014-12-23","2082.17"
"1298","2014-12-24","2081.88"
"1300","2014-12-26","2088.77"
"1301","2014-12-29","2090.57"
"1302","2014-12-30","2080.35"
"1303","2014-12-31","2058.90"
"1305","2015-01-02","2058.20"
"1306","2015-01-05","2020.58"
"1307","2015-01-06","2002.61"
"1308","2015-01-07","2025.90"
"1309","2015-01-08","2062.14"
"1310","2015-01-09","2044.81"
"1311","2015-01-12","2028.26"
"1312","2015-01-13","2023.03"
"1313","2015-01-14","2011.27"
"1314","2015-01-15","1992.67"
"1315","2015-01-16","2019.42"
"1317","2015-01-20","2022.55"
"1318","2015-01-21","2032.12"
"1319","2015-01-22","2063.15"
"1320","2015-01-23","2051.82"
"1321","2015-01-26","2057.09"
"1322","2015-01-27","2029.55"
"1323","2015-01-28","2002.16"
"1324","2015-01-29","2021.25"
"1325","2015-01-30","1994.99"
"1326","2015-02-02","2020.85"
"1327","2015-02-03","2050.03"
"1328","2015-02-04","2041.51"
"1329","2015-02-05","2062.52"
"1330","2015-02-06","2055.47"
"1331","2015-02-09","2046.74"
"1332","2015-02-10","2068.59"
"1333","2015-02-11","2068.53"
"1334","2015-02-12","2088.48"
"1335","2015-02-13","2096.99"
"1337","2015-02-17","2100.34"
"1338","2015-02-18","2099.68"
"1339","2015-02-19","2097.45"
"1340","2015-02-20","2110.30"
"1341","2015-02-23","2109.66"
"1342","2015-02-24","2115.48"
"1343","2015-02-25","2113.86"
"1344","2015-02-26","2110.74"
"1345","2015-02-27","2104.50"
"1346","2015-03-02","2117.39"
"1347","2015-03-03","2107.78"
"1348","2015-03-04","2098.53"
"1349","2015-03-05","2101.04"
"1350","2015-03-06","2071.26"
"1351","2015-03-09","2079.43"
"1352","2015-03-10","2044.16"
"1353","2015-03-11","2040.24"
"1354","2015-03-12","2065.95"
"1355","2015-03-13","2053.40"
"1356","2015-03-16","2081.19"
"1357","2015-03-17","2074.28"
"1358","2015-03-18","2099.50"
"1359","2015-03-19","2089.27"
"1360","2015-03-20","2108.10"
"1361","2015-03-23","2104.42"
"1362","2015-03-24","2091.50"
"1363","2015-03-25","2061.05"
"1364","2015-03-26","2056.15"
"1365","2015-03-27","2061.02"
"1366","2015-03-30","2086.24"
"1367","2015-03-31","2067.89"
"1368","2015-04-01","2059.69"
"1369","2015-04-02","2066.96"
"1371","2015-04-06","2080.62"
"1372","2015-04-07","2076.33"
"1373","2015-04-08","2081.90"
"1374","2015-04-09","2091.18"
"1375","2015-04-10","2102.06"
"1376","2015-04-13","2092.43"
"1377","2015-04-14","2095.84"
"1378","2015-04-15","2106.63"
"1379","2015-04-16","2104.99"
"1380","2015-04-17","2081.18"
"1381","2015-04-20","2100.40"
"1382","2015-04-21","2097.29"
"1383","2015-04-22","2107.96"
"1384","2015-04-23","2112.93"
"1385","2015-04-24","2117.69"
"1386","2015-04-27","2108.92"
"1387","2015-04-28","2114.76"
"1388","2015-04-29","2106.85"
"1389","2015-04-30","2085.51"
"1390","2015-05-01","2108.29"
"1391","2015-05-04","2114.49"
"1392","2015-05-05","2089.46"
"1393","2015-05-06","2080.15"
"1394","2015-05-07","2088.00"
"1395","2015-05-08","2116.10"
"1396","2015-05-11","2105.33"
"1397","2015-05-12","2099.12"
"1398","2015-05-13","2098.48"
"1399","2015-05-14","2121.10"
"1400","2015-05-15","2122.73"
"1401","2015-05-18","2129.20"
"1402","2015-05-19","2127.83"
"1403","2015-05-20","2125.85"
"1404","2015-05-21","2130.82"
"1405","2015-05-22","2126.06"
"1407","2015-05-26","2104.20"
"1408","2015-05-27","2123.48"
"1409","2015-05-28","2120.79"
"1410","2015-05-29","2107.39"
"1411","2015-06-01","2111.73"
"1412","2015-06-02","2109.60"
"1413","2015-06-03","2114.07"
"1414","2015-06-04","2095.84"
"1415","2015-06-05","2092.83"
"1416","2015-06-08","2079.28"
"1417","2015-06-09","2080.15"
"1418","2015-06-10","2105.20"
"1419","2015-06-11","2108.86"
"1420","2015-06-12","2094.11"
"1421","2015-06-15","2084.43"
"1422","2015-06-16","2096.29"
"1423","2015-06-17","2100.44"
"1424","2015-06-18","2121.24"
"1425","2015-06-19","2109.99"
"1426","2015-06-22","2122.85"
"1427","2015-06-23","2124.20"
"1428","2015-06-24","2108.58"
"1429","2015-06-25","2102.31"
"1430","2015-06-26","2101.49"
"1431","2015-06-29","2057.64"
"1432","2015-06-30","2063.11"
"1433","2015-07-01","2077.42"
"1434","2015-07-02","2076.78"
"1436","2015-07-06","2068.76"
"1437","2015-07-07","2081.34"
"1438","2015-07-08","2046.68"
"1439","2015-07-09","2051.31"
"1440","2015-07-10","2076.62"
"1441","2015-07-13","2099.60"
"1442","2015-07-14","2108.95"
"1443","2015-07-15","2107.40"
"1444","2015-07-16","2124.29"
"1445","2015-07-17","2126.64"
"1446","2015-07-20","2128.28"
"1447","2015-07-21","2119.21"
"1448","2015-07-22","2114.15"
"1449","2015-07-23","2102.15"
"1450","2015-07-24","2079.65"
"1451","2015-07-27","2067.64"
"1452","2015-07-28","2093.25"
"1453","2015-07-29","2108.57"
"1454","2015-07-30","2108.63"
"1455","2015-07-31","2103.84"
"1456","2015-08-03","2098.04"
"1457","2015-08-04","2093.32"
"1458","2015-08-05","2099.84"
"1459","2015-08-06","2083.56"
"1460","2015-08-07","2077.57"
"1461","2015-08-10","2104.18"
"1462","2015-08-11","2084.07"
"1463","2015-08-12","2086.05"
"1464","2015-08-13","2083.39"
"1465","2015-08-14","2091.54"
"1466","2015-08-17","2102.44"
"1467","2015-08-18","2096.92"
"1468","2015-08-19","2079.61"
"1469","2015-08-20","2035.73"
"1470","2015-08-21","1970.89"
"1471","2015-08-24","1893.21"
"1472","2015-08-25","1867.61"
"1473","2015-08-26","1940.51"
"1474","2015-08-27","1987.66"
"1475","2015-08-28","1988.87"
"1476","2015-08-31","1972.18"
"1477","2015-09-01","1913.85"
"1478","2015-09-02","1948.86"
"1479","2015-09-03","1951.13"
"1480","2015-09-04","1921.22"
"1482","2015-09-08","1969.41"
"1483","2015-09-09","1942.04"
"1484","2015-09-10","1952.29"
"1485","2015-09-11","1961.05"
"1486","2015-09-14","1953.03"
"1487","2015-09-15","1978.09"
"1488","2015-09-16","1995.31"
"1489","2015-09-17","1990.20"
"1490","2015-09-18","1958.03"
"1491","2015-09-21","1966.97"
"1492","2015-09-22","1942.74"
"1493","2015-09-23","1938.76"
"1494","2015-09-24","1932.24"
"1495","2015-09-25","1931.34"
"1496","2015-09-28","1881.77"
"1497","2015-09-29","1884.09"
"1498","2015-09-30","1920.03"
"1499","2015-10-01","1923.82"
"1500","2015-10-02","1951.36"
"1501","2015-10-05","1987.05"
"1502","2015-10-06","1979.92"
"1503","2015-10-07","1995.83"
"1504","2015-10-08","2013.43"
"1505","2015-10-09","2014.89"
"1506","2015-10-12","2017.46"
"1507","2015-10-13","2003.69"
"1508","2015-10-14","1994.24"
"1509","2015-10-15","2023.86"
"1510","2015-10-16","2033.11"
"1511","2015-10-19","2033.66"
"1512","2015-10-20","2030.77"
"1513","2015-10-21","2018.94"
"1514","2015-10-22","2052.51"
"1515","2015-10-23","2075.15"
"1516","2015-10-26","2071.18"
"1517","2015-10-27","2065.89"
"1518","2015-10-28","2090.35"
"1519","2015-10-29","2089.41"
"1520","2015-10-30","2079.36"
"1521","2015-11-02","2104.05"
"1522","2015-11-03","2109.79"
"1523","2015-11-04","2102.31"
"1524","2015-11-05","2099.93"
"1525","2015-11-06","2099.20"
"1526","2015-11-09","2078.58"
"1527","2015-11-10","2081.72"
"1528","2015-11-11","2075.00"
"1529","2015-11-12","2045.97"
"1530","2015-11-13","2023.04"
"1531","2015-11-16","2053.19"
"1532","2015-11-17","2050.44"
"1533","2015-11-18","2083.58"
"1534","2015-11-19","2081.24"
"1535","2015-11-20","2089.17"
"1536","2015-11-23","2086.59"
"1537","2015-11-24","2089.14"
"1538","2015-11-25","2088.87"
"1540","2015-11-27","2090.11"
"1541","2015-11-30","2080.41"
"1542","2015-12-01","2102.63"
"1543","2015-12-02","2079.51"
"1544","2015-12-03","2049.62"
"1545","2015-12-04","2091.69"
"1546","2015-12-07","2077.07"
"1547","2015-12-08","2063.59"
"1548","2015-12-09","2047.62"
"1549","2015-12-10","2052.23"
"1550","2015-12-11","2012.37"
"1551","2015-12-14","2021.94"
"1552","2015-12-15","2043.41"
"1553","2015-12-16","2073.07"
"1554","2015-12-17","2041.89"
"1555","2015-12-18","2005.55"
"1556","2015-12-21","2021.15"
"1557","2015-12-22","2038.97"
"1558","2015-12-23","2064.29"
"1559","2015-12-24","2060.99"
"1561","2015-12-28","2056.50"
"1562","2015-12-29","2078.36"
"1563","2015-12-30","2063.36"
"1564","2015-12-31","2043.94"
"1566","2016-01-04","2012.66"
"1567","2016-01-05","2016.71"
"1568","2016-01-06","1990.26"
"1569","2016-01-07","1943.09"
"1570","2016-01-08","1922.03"
"1571","2016-01-11","1923.67"
"1572","2016-01-12","1938.68"
"1573","2016-01-13","1890.28"
"1574","2016-01-14","1921.84"
"1575","2016-01-15","1880.33"
"1577","2016-01-19","1881.33"
"1578","2016-01-20","1859.33"
"1579","2016-01-21","1868.99"
"1580","2016-01-22","1906.90"
"1581","2016-01-25","1877.08"
"1582","2016-01-26","1903.63"
"1583","2016-01-27","1882.95"
"1584","2016-01-28","1893.36"
"1585","2016-01-29","1940.24"
"1586","2016-02-01","1939.38"
"1587","2016-02-02","1903.03"
"1588","2016-02-03","1912.53"
"1589","2016-02-04","1915.45"
"1590","2016-02-05","1880.05"
"1591","2016-02-08","1853.44"
"1592","2016-02-09","1852.21"
"1593","2016-02-10","1851.86"
"1594","2016-02-11","1829.08"
"1595","2016-02-12","1864.78"
"1597","2016-02-16","1895.58"
"1598","2016-02-17","1926.82"
"1599","2016-02-18","1917.83"
"1600","2016-02-19","1917.78"
"1601","2016-02-22","1945.50"
"1602","2016-02-23","1921.27"
"1603","2016-02-24","1929.80"
"1604","2016-02-25","1951.70"
"1605","2016-02-26","1948.05"
"1606","2016-02-29","1932.23"
"1607","2016-03-01","1978.35"
"1608","2016-03-02","1986.45"
"1609","2016-03-03","1993.40"
"1610","2016-03-04","1999.99"
"1611","2016-03-07","2001.76"
"1612","2016-03-08","1979.26"
"1613","2016-03-09","1989.26"
"1614","2016-03-10","1989.57"
"1615","2016-03-11","2022.19"
"1616","2016-03-14","2019.64"
"1617","2016-03-15","2015.93"
"1618","2016-03-16","2027.22"
"1619","2016-03-17","2040.59"
"1620","2016-03-18","2049.58"
"1621","2016-03-21","2051.60"
"1622","2016-03-22","2049.80"
"1623","2016-03-23","2036.71"
"1624","2016-03-24","2035.94"
"1626","2016-03-28","2037.05"
"1627","2016-03-29","2055.01"
"1628","2016-03-30","2063.95"
"1629","2016-03-31","2059.74"
"1630","2016-04-01","2072.78"
"1631","2016-04-04","2066.13"
"1632","2016-04-05","2045.17"
"1633","2016-04-06","2066.66"
"1634","2016-04-07","2041.91"
"1635","2016-04-08","2047.60"
"1636","2016-04-11","2041.99"
"1637","2016-04-12","2061.72"
"1638","2016-04-13","2082.42"
"1639","2016-04-14","2082.78"
"1640","2016-04-15","2080.73"
"1641","2016-04-18","2094.34"
"1642","2016-04-19","2100.80"
"1643","2016-04-20","2102.40"
"1644","2016-04-21","2091.48"
"1645","2016-04-22","2091.58"
"1646","2016-04-25","2087.79"
"1647","2016-04-26","2091.70"
"1648","2016-04-27","2095.15"
"1649","2016-04-28","2075.81"
"1650","2016-04-29","2065.30"
"1651","2016-05-02","2081.43"
"1652","2016-05-03","2063.37"
"1653","2016-05-04","2051.12"
"1654","2016-05-05","2050.63"
"1655","2016-05-06","2057.14"
"1656","2016-05-09","2058.69"
"1657","2016-05-10","2084.39"
"1658","2016-05-11","2064.46"
"1659","2016-05-12","2064.11"
"1660","2016-05-13","2046.61"
"1661","2016-05-16","2066.66"
"1662","2016-05-17","2047.21"
"1663","2016-05-18","2047.63"
"1664","2016-05-19","2040.04"
"1665","2016-05-20","2052.32"
"1666","2016-05-23","2048.04"
"1667","2016-05-24","2076.06"
"1668","2016-05-25","2090.54"
"1669","2016-05-26","2090.10"
"1670","2016-05-27","2099.06"
"1672","2016-05-31","2096.96"
"1673","2016-06-01","2099.33"
"1674","2016-06-02","2105.26"
"1675","2016-06-03","2099.13"
"1676","2016-06-06","2109.41"
"1677","2016-06-07","2112.13"
"1678","2016-06-08","2119.12"
"1679","2016-06-09","2115.48"
"1680","2016-06-10","2096.07"
"1681","2016-06-13","2079.06"
"1682","2016-06-14","2075.32"
"1683","2016-06-15","2071.50"
"1684","2016-06-16","2077.99"
"1685","2016-06-17","2071.22"
"1686","2016-06-20","2083.25"
"1687","2016-06-21","2088.90"
"1688","2016-06-22","2085.45"
"1689","2016-06-23","2113.32"
"1690","2016-06-24","2037.41"
"1691","2016-06-27","2000.54"
"1692","2016-06-28","2036.09"
"1693","2016-06-29","2070.77"
"1694","2016-06-30","2098.86"
"1695","2016-07-01","2102.95"
"1697","2016-07-05","2088.55"
"1698","2016-07-06","2099.73"
"1699","2016-07-07","2097.90"
"1700","2016-07-08","2129.90"
"1701","2016-07-11","2137.16"
"1702","2016-07-12","2152.14"
"1703","2016-07-13","2152.43"
"1704","2016-07-14","2163.75"
"1705","2016-07-15","2161.74"
"1706","2016-07-18","2166.89"
"1707","2016-07-19","2163.78"
"1708","2016-07-20","2173.02"
"1709","2016-07-21","2165.17"
"1710","2016-07-22","2175.03"
"1711","2016-07-25","2168.48"
"1712","2016-07-26","2169.18"
"1713","2016-07-27","2166.58"
"1714","2016-07-28","2170.06"
"1715","2016-07-29","2173.60"
"1716","2016-08-01","2170.84"
"1717","2016-08-02","2157.03"
"1718","2016-08-03","2163.79"
"1719","2016-08-04","2164.25"
"1720","2016-08-05","2182.87"
"1721","2016-08-08","2180.89"
"1722","2016-08-09","2181.74"
"1723","2016-08-10","2175.49"
"1724","2016-08-11","2185.79"
"1725","2016-08-12","2184.05"
"1726","2016-08-15","2190.15"
"1727","2016-08-16","2178.15"
"1728","2016-08-17","2182.22"
"1729","2016-08-18","2187.02"
"1730","2016-08-19","2183.87"
"1731","2016-08-22","2182.64"
"1732","2016-08-23","2186.90"
"1733","2016-08-24","2175.44"
"1734","2016-08-25","2172.47"
"1735","2016-08-26","2169.04"
"1736","2016-08-29","2180.38"
"1737","2016-08-30","2176.12"
"1738","2016-08-31","2170.95"
"1739","2016-09-01","2170.86"
"1740","2016-09-02","2179.98"
"1742","2016-09-06","2186.48"
"1743","2016-09-07","2186.16"
"1744","2016-09-08","2181.30"
"1745","2016-09-09","2127.81"
"1746","2016-09-12","2159.04"
"1747","2016-09-13","2127.02"
"1748","2016-09-14","2125.77"
"1749","2016-09-15","2147.26"
"1750","2016-09-16","2139.16"
"1751","2016-09-19","2139.12"
"1752","2016-09-20","2139.76"
"1753","2016-09-21","2163.12"
"1754","2016-09-22","2177.18"
"1755","2016-09-23","2164.69"
"1756","2016-09-26","2146.10"
"1757","2016-09-27","2159.93"
"1758","2016-09-28","2171.37"
"1759","2016-09-29","2151.13"
"1760","2016-09-30","2168.27"
"1761","2016-10-03","2161.20"
"1762","2016-10-04","2150.49"
"1763","2016-10-05","2159.73"
"1764","2016-10-06","2160.77"
"1765","2016-10-07","2153.74"
"1766","2016-10-10","2163.66"
"1767","2016-10-11","2136.73"
"1768","2016-10-12","2139.18"
"1769","2016-10-13","2132.55"
"1770","2016-10-14","2132.98"
"1771","2016-10-17","2126.50"
"1772","2016-10-18","2139.60"
"1773","2016-10-19","2144.29"
"1774","2016-10-20","2141.34"
"1775","2016-10-21","2141.16"
"1776","2016-10-24","2151.33"
"1777","2016-10-25","2143.16"
"1778","2016-10-26","2139.43"
"1779","2016-10-27","2133.04"
"1780","2016-10-28","2126.41"
"1781","2016-10-31","2126.15"
"1782","2016-11-01","2111.72"
"1783","2016-11-02","2097.94"
"1784","2016-11-03","2088.66"
"1785","2016-11-04","2085.18"
"1786","2016-11-07","2131.52"
"1787","2016-11-08","2139.56"
"1788","2016-11-09","2163.26"
"1789","2016-11-10","2167.48"
"1790","2016-11-11","2164.45"
"1791","2016-11-14","2164.20"
"1792","2016-11-15","2180.39"
"1793","2016-11-16","2176.94"
"1794","2016-11-17","2187.12"
"1795","2016-11-18","2181.90"
"1796","2016-11-21","2198.18"
"1797","2016-11-22","2202.94"
"1798","2016-11-23","2204.72"
"1800","2016-11-25","2213.35"
"1801","2016-11-28","2201.72"
"1802","2016-11-29","2204.66"
"1803","2016-11-30","2198.81"
"1804","2016-12-01","2191.08"
"1805","2016-12-02","2191.95"
"1806","2016-12-05","2204.71"
"1807","2016-12-06","2212.23"
"1808","2016-12-07","2241.35"
"1809","2016-12-08","2246.19"
"1810","2016-12-09","2259.53"
"1811","2016-12-12","2256.96"
"1812","2016-12-13","2271.72"
"1813","2016-12-14","2253.28"
"1814","2016-12-15","2262.03"
"1815","2016-12-16","2258.07"
"1816","2016-12-19","2262.53"
"1817","2016-12-20","2270.76"
"1818","2016-12-21","2265.18"
"1819","2016-12-22","2260.96"
"1820","2016-12-23","2263.79"
"1822","2016-12-27","2268.88"
"1823","2016-12-28","2249.92"
"1824","2016-12-29","2249.26"
"1825","2016-12-30","2238.83"
